,authId,eccs,papers,pianyiliang,Hindex
774,'auId': 2114710667,2,1,2,1
1667,'auId': 2114720862,90,1,90,1
1524,'auId': 2114760252,3,1,3,1
4096,'auId': 2114807952,21,1,21,1
4100,'auId': 2114878113,150,1,150,1
765,'auId': 2114884420,38,2,19,2
4777,'auId': 2114910107,17,1,17,1
3818,'auId': 2114921128,1109,8,138.63,6
4064,'auId': 2114933504,84,1,84,1
4382,'auId': 2114933565,14,2,7,2
5246,'auId': 2115019593,5,2,2.5,1
985,'auId': 2115076569,4,1,4,1
3325,'auId': 2115082539,55,1,55,1
847,'auId': 2115100599,21,2,10.5,2
2574,'auId': 2115129297,4,1,4,1
4763,'auId': 2115173548,31,6,5.17,4
1684,'auId': 2115187003,11,1,11,1
1275,'auId': 2115187043,119,1,119,1
5673,'auId': 2115208500,0,1,0,0
4445,'auId': 2115216468,250,3,83.33,3
1273,'auId': 2115267537,162,1,162,1
3118,'auId': 2115326149,102,3,34,3
2751,'auId': 2115333817,210,3,70,3
5236,'auId': 2115385359,629,3,209.67,3
4274,'auId': 2115509329,99,2,49.5,2
4160,'auId': 2115518473,380,2,190,2
1243,'auId': 2115715829,11,1,11,1
4600,'auId': 2115719873,87,1,87,1
4991,'auId': 2115737366,81,1,81,1
331,'auId': 2115766665,166,4,41.5,3
136,'auId': 2115844506,768,2,384,2
2377,'auId': 2115883070,15,2,7.5,2
2225,'auId': 2115908057,8,1,8,1
2783,'auId': 2115949183,13,1,13,1
4031,'auId': 2116032864,104,2,52,2
1830,'auId': 2116040260,3,1,3,1
3220,'auId': 2116090630,79,2,39.5,2
4317,'auId': 2116119466,1,1,1,1
2948,'auId': 2116155808,542,1,542,1
3016,'auId': 2116200762,8,1,8,1
3075,'auId': 2116279603,14,2,7,2
2457,'auId': 2116283648,82,2,41,2
4237,'auId': 2116289024,20,1,20,1
3670,'auId': 2116289866,4,1,4,1
3154,'auId': 2116316968,25,1,25,1
4494,'auId': 2116320321,2,1,2,1
2226,'auId': 2116323195,2,1,2,1
767,'auId': 2116333191,694,6,115.67,6
933,'auId': 2116435432,9,1,9,1
2239,'auId': 2116441725,117,1,117,1
3008,'auId': 2116456411,19,1,19,1
79,'auId': 2116484384,389,3,129.67,3
3624,'auId': 2116495196,2,1,2,1
4220,'auId': 2116568175,4,1,4,1
5355,'auId': 2116598501,4,1,4,1
866,'auId': 2116605949,95,2,47.5,2
5445,'auId': 2116659176,62,1,62,1
1921,'auId': 2116672175,12,1,12,1
4743,'auId': 2116681370,170,2,85,2
2246,'auId': 2116698004,974,6,162.33,5
51,'auId': 2116712232,850,4,212.5,4
397,'auId': 2116815540,1,1,1,1
5232,'auId': 2116821810,4,1,4,1
4653,'auId': 2116872886,2,1,2,1
1366,'auId': 2116895532,20,1,20,1
5657,'auId': 2116898858,11,1,11,1
2741,'auId': 2116956451,430,1,430,1
4407,'auId': 2116957919,237,2,118.5,2
1471,'auId': 2116964878,289,17,17,8
1020,'auId': 2117024012,11,1,11,1
4949,'auId': 2117096263,2,1,2,1
162,'auId': 2117105010,17,4,4.25,3
194,'auId': 2117112270,0,1,0,0
4432,'auId': 2117163150,1,1,1,1
635,'auId': 2117173261,16,1,16,1
821,'auId': 2117212211,231,6,38.5,4
2710,'auId': 2117285942,17,2,8.5,2
3695,'auId': 2117300371,7,1,7,1
2953,'auId': 2117305336,24,2,12,2
5636,'auId': 2117320897,64,3,21.33,3
959,'auId': 2117328164,24,1,24,1
3478,'auId': 2117483571,27,2,13.5,2
1792,'auId': 2117499156,21,4,5.25,2
71,'auId': 2117550026,12,1,12,1
3420,'auId': 2117588784,0,1,0,0
814,'auId': 2117649086,21,7,3,4
4242,'auId': 2117656073,228,3,76,3
2833,'auId': 2117656881,42,2,21,2
5342,'auId': 2117666619,55,1,55,1
3266,'auId': 2117727049,77,2,38.5,2
4076,'auId': 2117954069,3815,12,317.92,11
1577,'auId': 2117959819,17,2,8.5,2
857,'auId': 2117961877,9,1,9,1
4956,'auId': 2117973668,79,1,79,1
4178,'auId': 2117998994,7,1,7,1
325,'auId': 2118015058,29,4,7.25,4
1611,'auId': 2118028505,1,1,1,1
2582,'auId': 2118124606,3,1,3,1
1235,'auId': 2118144321,8,1,8,1
2323,'auId': 2118162427,29,1,29,1
3407,'auId': 2118227847,120,1,120,1
1068,'auId': 2118235961,7,1,7,1
4790,'auId': 2118294757,19,2,9.5,2
1194,'auId': 2118352270,6,1,6,1
1586,'auId': 2118367107,3,1,3,1
690,'auId': 2118382056,13,1,13,1
1049,'auId': 2118457345,17,2,8.5,2
1126,'auId': 2118479066,190,2,95,2
2372,'auId': 2118506644,230,3,76.67,3
5121,'auId': 2118515503,54,1,54,1
1448,'auId': 2118586410,356,11,32.36,9
2386,'auId': 2118592348,1,1,1,1
758,'auId': 2118594669,4,1,4,1
2358,'auId': 2118640023,8,1,8,1
784,'auId': 2118651624,55,1,55,1
2381,'auId': 2118786480,262,2,131,2
5065,'auId': 2118805955,581,1,581,1
1816,'auId': 2118860042,17,2,8.5,2
3931,'auId': 2118969637,577,4,144.25,4
1075,'auId': 2118993379,8,1,8,1
1525,'auId': 2119007918,15,1,15,1
1916,'auId': 2119017137,1073,2,536.5,2
515,'auId': 2119051707,33,1,33,1
2657,'auId': 2119083729,8,1,8,1
3404,'auId': 2119127965,15,2,7.5,2
5330,'auId': 2119216958,10,1,10,1
4331,'auId': 2119240469,87,1,87,1
4745,'auId': 2119244895,182,1,182,1
444,'auId': 2119293710,9,1,9,1
5410,'auId': 2119321235,450,3,150,3
3370,'auId': 2119325572,9,1,9,1
5108,'auId': 2119386814,6,1,6,1
1821,'auId': 2119400511,26,1,26,1
3363,'auId': 2119449155,15,1,15,1
1567,'auId': 2119489331,200,2,100,2
3642,'auId': 2119538990,448,12,37.33,7
4302,'auId': 2119542244,18,3,6,2
5058,'auId': 2119543935,650,1,650,1
4737,'auId': 2119564869,31,3,10.33,2
1774,'auId': 2119579135,83,5,16.6,4
2788,'auId': 2119589885,0,1,0,0
4717,'auId': 2119598780,262,3,87.33,2
4996,'auId': 2119616764,1210,7,172.86,5
5268,'auId': 2119648418,4236,7,605.14,7
3738,'auId': 211965049,11,1,11,1
2619,'auId': 2119709874,39,2,19.5,2
4239,'auId': 2119739083,7,1,7,1
5580,'auId': 2119794039,12,2,6,2
2252,'auId': 2119802459,4,2,2,1
2096,'auId': 2119873835,182,1,182,1
2190,'auId': 2119954973,197,9,21.89,8
4769,'auId': 2119985911,1,1,1,1
2785,'auId': 2120009620,106,1,106,1
836,'auId': 2120044660,6,1,6,1
506,'auId': 2120068663,8,1,8,1
5779,'auId': 2120156220,3,1,3,1
724,'auId': 2120202076,12,1,12,1
1608,'auId': 2120301528,16,1,16,1
5370,'auId': 2120337078,13,1,13,1
988,'auId': 2120394816,6,1,6,1
5331,'auId': 2120399189,11,2,5.5,1
5796,'auId': 2120412611,2,1,2,1
1894,'auId': 2120464764,796,12,66.33,8
3854,'auId': 2120474926,61,2,30.5,2
5097,'auId': 2120521713,7,1,7,1
5324,'auId': 2120581443,24,1,24,1
1418,'auId': 2120617359,27,1,27,1
1177,'auId': 2120668570,18,1,18,1
2913,'auId': 2120688692,69,1,69,1
3358,'auId': 2120713642,14,1,14,1
2194,'auId': 2120732233,7,1,7,1
1343,'auId': 2120763780,18,1,18,1
4363,'auId': 2120773133,23,2,11.5,2
389,'auId': 2120805470,5,1,5,1
1478,'auId': 2120868460,13,2,6.5,1
5631,'auId': 2120897639,12,1,12,1
4319,'auId': 2120934782,143,1,143,1
3645,'auId': 2121042111,10,1,10,1
4089,'auId': 2121082737,2,1,2,1
945,'auId': 2121144100,6,1,6,1
4695,'auId': 2121150543,20,1,20,1
259,'auId': 2121166309,119,1,119,1
2452,'auId': 2121178374,1,1,1,1
3771,'auId': 2121178673,31,1,31,1
3258,'auId': 2121185338,1,1,1,1
1461,'auId': 2121268200,28,1,28,1
1861,'auId': 2121275368,13,1,13,1
3405,'auId': 2121310506,3775,28,134.82,19
4574,'auId': 2121316926,81,2,40.5,1
5137,'auId': 2121359192,35,3,11.67,3
1974,'auId': 2121363698,2576,2,1288,2
819,'auId': 2121363826,217,7,31,5
2100,'auId': 2121364892,89,2,44.5,2
157,'auId': 2121371359,402,2,201,2
3939,'auId': 2121382435,8,1,8,1
2700,'auId': 2121385928,81,1,81,1
2473,'auId': 2121401277,3,1,3,1
3770,'auId': 2121409610,4,1,4,1
4334,'auId': 2121457248,4,1,4,1
1207,'auId': 2121470435,10,1,10,1
2663,'auId': 2121502799,26,1,26,1
419,'auId': 2121531236,20,1,20,1
2413,'auId': 2121546492,3,1,3,1
1779,'auId': 2121566297,4,1,4,1
3590,'auId': 2121668932,107,1,107,1
2616,'auId': 2121676736,79,4,19.75,4
330,'auId': 2121730180,6,1,6,1
4556,'auId': 2121760889,21,1,21,1
188,'auId': 2121806443,3,1,3,1
4626,'auId': 2121890497,21,2,10.5,2
1365,'auId': 2121934115,17,1,17,1
4312,'auId': 2121939561,93,3,31,3
5001,'auId': 2121974799,171,1,171,1
5116,'auId': 2121989902,103,1,103,1
680,'auId': 2122004361,9,1,9,1
4308,'auId': 2122006335,313,1,313,1
1863,'auId': 2122007671,412,4,103,4
3199,'auId': 2122091385,9,1,9,1
895,'auId': 2122268670,172,2,86,2
3141,'auId': 2122272077,122,9,13.56,3
3014,'auId': 2122328552,708,10,70.8,7
4456,'auId': 2122329897,6,1,6,1
2106,'auId': 2122351653,3354,32,104.81,17
5663,'auId': 2122381750,0,1,0,0
647,'auId': 2122471237,33,2,16.5,2
5487,'auId': 2122625658,2,1,2,1
3842,'auId': 2122755168,80,1,80,1
4524,'auId': 2122756823,6,1,6,1
1605,'auId': 2122775887,394,7,56.29,7
3280,'auId': 2122791383,40,4,10,3
4278,'auId': 2122804990,11,3,3.67,2
2577,'auId': 2122807381,3,1,3,1
2230,'auId': 2122827625,205,1,205,1
2482,'auId': 2122882534,1,1,1,1
2736,'auId': 2122948197,2,1,2,1
3463,'auId': 2122955672,7,1,7,1
1280,'auId': 2123111741,15,1,15,1
3804,'auId': 2123131494,0,1,0,0
5447,'auId': 2123144340,714,1,714,1
2820,'auId': 2123239869,7,2,3.5,1
4804,'auId': 2123241397,5,1,5,1
2050,'auId': 2123289960,74,1,74,1
1125,'auId': 2123304929,3,1,3,1
1719,'auId': 2123368518,832,4,208,4
4706,'auId': 2123370898,4,1,4,1
710,'auId': 2123430164,2,1,2,1
2573,'auId': 2123454508,2,1,2,1
5130,'auId': 2123462126,20,2,10,2
579,'auId': 2123531380,20,2,10,1
992,'auId': 2123621214,101,1,101,1
1825,'auId': 2123732948,22,2,11,2
1736,'auId': 2123777986,11,1,11,1
5207,'auId': 2123836521,139,5,27.8,4
1616,'auId': 2123871395,4,1,4,1
4047,'auId': 2123919020,4,1,4,1
702,'auId': 2123937935,6,1,6,1
1773,'auId': 2123954037,282,4,70.5,4
2054,'auId': 2124017192,7,1,7,1
1353,'auId': 2124127233,16,1,16,1
3366,'auId': 2124208467,4,1,4,1
4973,'auId': 2124413231,19,1,19,1
3687,'auId': 2124446740,17,1,17,1
4886,'auId': 2124493348,2,1,2,1
2257,'auId': 2124552541,14,1,14,1
1979,'auId': 2124574663,3,2,1.5,1
5505,'auId': 2124590640,33,1,33,1
4518,'auId': 2124607153,18,1,18,1
5368,'auId': 2124624740,61,1,61,1
1888,'auId': 2124657829,18,4,4.5,2
5806,'auId': 2124668569,103,5,20.6,4
5406,'auId': 2124725289,27,2,13.5,2
4850,'auId': 2124749556,150,1,150,1
3843,'auId': 2124790349,0,1,0,0
1950,'auId': 2124873033,199,10,19.9,6
4135,'auId': 2124959723,911,1,911,1
5112,'auId': 2124967328,78,1,78,1
1585,'auId': 2125003972,1,1,1,1
110,'auId': 2125087777,2,1,2,1
4883,'auId': 2125137124,7,1,7,1
4768,'auId': 2125150583,1,1,1,1
1119,'auId': 2125175300,10,1,10,1
4750,'auId': 2125177178,261,6,43.5,4
1550,'auId': 2125240302,8,1,8,1
3192,'auId': 2125294891,6,1,6,1
395,'auId': 2125301632,12,1,12,1
1146,'auId': 2125330238,181,1,181,1
1526,'auId': 2125383417,6,1,6,1
3523,'auId': 2125482361,27,3,9,3
3243,'auId': 2125491050,205,1,205,1
5281,'auId': 2125531439,11,1,11,1
504,'auId': 2125543291,941,2,470.5,1
150,'auId': 2125558218,14,1,14,1
177,'auId': 2125565904,520,1,520,1
797,'auId': 2125595411,11,1,11,1
4245,'auId': 2125613635,11,3,3.67,2
2011,'auId': 2125613682,50,3,16.67,2
4483,'auId': 2125660317,9,1,9,1
5062,'auId': 2125674462,91,1,91,1
4015,'auId': 2125714999,985,4,246.25,4
4895,'auId': 2125758124,431,2,215.5,2
4121,'auId': 2125838728,19,2,9.5,1
4816,'auId': 2125896372,32,1,32,1
1997,'auId': 2125917816,1,1,1,1
4760,'auId': 2125942127,1,1,1,1
3083,'auId': 2126025930,31,1,31,1
2122,'auId': 2126040106,34,1,34,1
2282,'auId': 2126067721,211,1,211,1
2124,'auId': 2126082358,112,2,56,2
1048,'auId': 2126089209,58,1,58,1
5405,'auId': 2126114739,2,1,2,1
2927,'auId': 2126129425,20,1,20,1
894,'auId': 2126135973,18,1,18,1
2049,'auId': 2126219825,1,1,1,1
3749,'auId': 2126275480,17,1,17,1
163,'auId': 2126281745,8,1,8,1
2752,'auId': 2126287719,18,1,18,1
4035,'auId': 2126311988,12,1,12,1
981,'auId': 2126337623,601,3,200.33,3
1266,'auId': 2126359731,0,1,0,0
4452,'auId': 2126366742,5,1,5,1
3181,'auId': 2126409055,26,2,13,1
3347,'auId': 2126410521,64,2,32,2
4560,'auId': 2126443358,50,5,10,3
77,'auId': 2126518020,218,1,218,1
4459,'auId': 2126535395,18,1,18,1
2839,'auId': 2126594317,105,1,105,1
5367,'auId': 2126625780,74,3,24.67,2
120,'auId': 2126625867,18,1,18,1
1304,'auId': 2126642445,69,3,23,3
969,'auId': 2126665346,34,4,8.5,3
152,'auId': 2126667393,17,1,17,1
159,'auId': 2126676359,4,1,4,1
1919,'auId': 2126680102,12,1,12,1
5669,'auId': 2126680417,1,1,1,1
3793,'auId': 2126706783,8,1,8,1
5496,'auId': 2126732050,66,1,66,1
3784,'auId': 2126732875,15,1,15,1
3277,'auId': 2126750883,85,1,85,1
2957,'auId': 2126781846,11,1,11,1
4042,'auId': 2127020342,102,1,102,1
2584,'auId': 2127053856,20,3,6.67,3
4198,'auId': 2127055272,30,2,15,2
3826,'auId': 2127154967,1,1,1,1
3787,'auId': 2127231361,20,2,10,1
499,'auId': 2127243113,20,2,10,2
5262,'auId': 2127252107,18,1,18,1
2842,'auId': 2127260490,16,1,16,1
3394,'auId': 2127355305,758,3,252.67,3
2630,'auId': 2127371375,53,1,53,1
1472,'auId': 2127478233,1,1,1,1
1666,'auId': 2127518709,5,2,2.5,1
3296,'auId': 2127602766,141,2,70.5,2
2941,'auId': 2127632057,213,2,106.5,2
3834,'auId': 2127639679,18,1,18,1
2320,'auId': 2127811235,20,1,20,1
2454,'auId': 2127832880,13,1,13,1
5585,'auId': 2127832933,31,1,31,1
4027,'auId': 2127917819,2,1,2,1
275,'auId': 2127971021,244,2,122,2
644,'auId': 2128006021,9,1,9,1
115,'auId': 2128030897,26,2,13,1
2037,'auId': 2128048979,124,2,62,1
3001,'auId': 2128079044,15,1,15,1
5488,'auId': 2128154164,8,1,8,1
4507,'auId': 2128170596,430,3,143.33,3
4199,'auId': 2128174880,12,1,12,1
5080,'auId': 2128194479,68,8,8.5,5
461,'auId': 2128212913,24,1,24,1
776,'auId': 2128245216,18,1,18,1
4538,'auId': 2128293992,72,3,24,3
2666,'auId': 2128362942,2662,9,295.78,6
916,'auId': 2128393788,1,1,1,1
4888,'auId': 2128431829,115,1,115,1
3876,'auId': 2128434569,10,1,10,1
5688,'auId': 2128458092,4,1,4,1
4776,'auId': 2128470033,17,1,17,1
1239,'auId': 2128486470,61,1,61,1
5365,'auId': 2128497393,223,1,223,1
703,'auId': 2128502067,3,1,3,1
446,'auId': 2128530851,123,1,123,1
3186,'auId': 2128565787,16,1,16,1
5117,'auId': 2128566594,64,1,64,1
3974,'auId': 2128627489,813,6,135.5,5
2176,'auId': 2128665976,11,1,11,1
427,'auId': 2128668601,10,1,10,1
1606,'auId': 2128721840,81,7,11.57,5
3054,'auId': 2128739099,343,5,68.6,5
474,'auId': 2128752882,2,1,2,1
4001,'auId': 2128824343,63,1,63,1
3744,'auId': 2128913862,1,2,0.5,1
1689,'auId': 2128970558,54,5,10.8,3
3833,'auId': 2128988510,13,2,6.5,2
4613,'auId': 2128992171,5,1,5,1
5357,'auId': 2128994182,0,1,0,0
4124,'auId': 2129018761,16,1,16,1
742,'auId': 2129066351,2016,1,2016,1
5752,'auId': 2129072251,383,14,27.36,9
421,'auId': 2129170864,5,1,5,1
4508,'auId': 2129203531,0,1,0,0
2276,'auId': 2129283320,0,1,0,0
564,'auId': 2129284794,3,1,3,1
1517,'auId': 2129346949,21,2,10.5,2
4801,'auId': 2129419220,94,2,47,2
2998,'auId': 2129498946,363,2,181.5,2
2507,'auId': 2129556262,58,1,58,1
3656,'auId': 2129556456,20,1,20,1
2645,'auId': 2129568784,11,1,11,1
3962,'auId': 2129598186,13,1,13,1
2870,'auId': 2129657828,247,2,123.5,2
5017,'auId': 2129669204,38,2,19,2
4264,'auId': 2129677821,3,1,3,1
5022,'auId': 2129707610,30,1,30,1
5645,'auId': 2129715908,5,1,5,1
2399,'auId': 2129744901,2,1,2,1
4147,'auId': 2129749029,1824,1,1824,1
2858,'auId': 2129867074,1036,7,148,6
2151,'auId': 2129868426,84,1,84,1
4020,'auId': 2129871765,9,1,9,1
1635,'auId': 2129905052,5,1,5,1
1323,'auId': 2129908635,69,1,69,1
4619,'auId': 2129916195,12,1,12,1
4257,'auId': 2129937616,2,1,2,1
2101,'auId': 2129943742,22,2,11,2
3753,'auId': 2129983034,89,2,44.5,2
1041,'auId': 2130003177,2,1,2,1
5401,'auId': 2130009366,24,1,24,1
2539,'auId': 2130043000,3,1,3,1
3380,'auId': 2130043413,155,2,77.5,2
1135,'auId': 2130082723,11,1,11,1
1377,'auId': 2130101510,0,1,0,0
5102,'auId': 2130109807,3,1,3,1
4926,'auId': 2130120576,6,2,3,2
3513,'auId': 2130144971,2,1,2,1
1414,'auId': 2130148372,283,8,35.38,7
4815,'auId': 2130291492,55,1,55,1
2466,'auId': 2130378856,139,1,139,1
291,'auId': 2130392241,23,1,23,1
665,'auId': 2130397481,64,1,64,1
5535,'auId': 2130450629,102,1,102,1
280,'auId': 2130456104,779,18,43.28,8
5352,'auId': 2130493216,44,2,22,2
5084,'auId': 2130503761,9,1,9,1
3436,'auId': 2130516378,11,1,11,1
3644,'auId': 2130552493,20,1,20,1
1886,'auId': 2130561162,17,2,8.5,2
3691,'auId': 2130568924,20,2,10,2
2651,'auId': 2130612383,199,3,66.33,3
4697,'auId': 2130642316,20,2,10,1
375,'auId': 2130645691,41,3,13.67,3
603,'auId': 2130827991,2,1,2,1
1931,'auId': 2130828359,0,1,0,0
5174,'auId': 2130834125,274,1,274,1
1656,'auId': 2130837540,101,1,101,1
5104,'auId': 2130873038,34,3,11.33,3
5472,'auId': 2130881427,142,3,47.33,3
2547,'auId': 2130975047,0,1,0,0
2721,'auId': 2131082813,9,1,9,1
4896,'auId': 2131133572,1,1,1,1
2796,'auId': 2131216814,5996,14,428.29,10
1408,'auId': 2131252044,7,1,7,1
770,'auId': 2131268288,5,1,5,1
1852,'auId': 2131280415,13,2,6.5,1
24,'auId': 2131293038,1027,7,146.71,5
1151,'auId': 2131301603,1,1,1,1
1423,'auId': 2131334684,0,1,0,0
4601,'auId': 2131352862,22,2,11,2
214,'auId': 2131401310,16,1,16,1
237,'auId': 2131416824,63,1,63,1
2673,'auId': 2131456380,253,1,253,1
5418,'auId': 2131476448,28,2,14,2
3992,'auId': 2131530082,2,1,2,1
5515,'auId': 2131539564,86,1,86,1
2569,'auId': 2131567576,6,1,6,1
1035,'auId': 2131621231,31,3,10.33,3
4726,'auId': 2131702989,4,1,4,1
727,'auId': 2131705170,185,2,92.5,2
3713,'auId': 2131749055,165,2,82.5,2
2714,'auId': 2131755178,575,1,575,1
978,'auId': 213184475,73,1,73,1
98,'auId': 2131951165,2,1,2,1
5750,'auId': 2132002753,2,1,2,1
292,'auId': 2132040654,169,1,169,1
3476,'auId': 2132190180,87,1,87,1
692,'auId': 2132213614,577,11,52.45,8
5700,'auId': 2132254683,308,7,44,7
4301,'auId': 2132283747,202,1,202,1
1247,'auId': 2132283809,12,2,6,2
5106,'auId': 2132291987,15,1,15,1
193,'auId': 2132327253,4,1,4,1
5438,'auId': 2132416899,27,2,13.5,2
2006,'auId': 2132434690,24,2,12,1
2606,'auId': 2132461468,21,2,10.5,2
1952,'auId': 2132471304,9,4,2.25,2
5743,'auId': 2132555907,15,1,15,1
4120,'auId': 2132615665,4,1,4,1
253,'auId': 2132640881,14,1,14,1
2083,'auId': 2132661203,4,1,4,1
2390,'auId': 2132673682,16,1,16,1
1443,'auId': 2132695999,4,1,4,1
326,'auId': 2132752527,24,1,24,1
1176,'auId': 2132760606,99,1,99,1
2414,'auId': 2132824066,32,3,10.67,3
2807,'auId': 2132846758,12,1,12,1
723,'auId': 2132855449,29,2,14.5,2
2924,'auId': 2132872031,25,1,25,1
1721,'auId': 2132900497,6,1,6,1
5511,'auId': 2133032401,69,2,34.5,1
1678,'auId': 2133088636,69,1,69,1
3627,'auId': 2133196671,24,1,24,1
3240,'auId': 2133275911,89,1,89,1
1753,'auId': 2133337488,69,3,23,2
5442,'auId': 2133357189,17,2,8.5,1
3889,'auId': 2133390651,50,2,25,2
2613,'auId': 2133491703,11,1,11,1
2099,'auId': 2133546145,2,1,2,1
23,'auId': 2133571848,21,1,21,1
2884,'auId': 2133584436,1,2,0.5,1
3507,'auId': 2133604857,324,10,32.4,6
926,'auId': 2133675653,205,1,205,1
5225,'auId': 2133778237,258,7,36.86,6
5682,'auId': 2133780089,0,1,0,0
3743,'auId': 2133795974,23,2,11.5,2
5171,'auId': 2133943987,9,1,9,1
3061,'auId': 2133948114,71,3,23.67,2
4181,'auId': 2133966816,886,20,44.3,13
3469,'auId': 2133983782,962,15,64.13,10
4475,'auId': 2134078776,42,4,10.5,4
1166,'auId': 2134105382,6,1,6,1
1476,'auId': 2134145320,33,1,33,1
198,'auId': 2134151728,12,2,6,2
1607,'auId': 2134160163,96,6,16,4
1610,'auId': 2134269139,13,1,13,1
294,'auId': 2134311351,1,1,1,1
3495,'auId': 2134323509,272,2,136,2
348,'auId': 2134329011,15,1,15,1
2674,'auId': 213434284,12,1,12,1
3465,'auId': 2134360077,7,1,7,1
4628,'auId': 2134435012,40,3,13.33,2
5626,'auId': 2134435744,2,1,2,1
4159,'auId': 2134436889,5,1,5,1
5064,'auId': 2134439617,347,3,115.67,3
5736,'auId': 2134452812,150,1,150,1
4052,'auId': 2134462204,966,12,80.5,10
1741,'auId': 2134474705,18,1,18,1
4845,'auId': 2134505947,271,3,90.33,3
4948,'auId': 2134543737,20,1,20,1
1647,'auId': 2134576118,13,1,13,1
4485,'auId': 2134624344,13,2,6.5,2
3453,'auId': 2134653071,258,2,129,2
5463,'auId': 2134681001,6,1,6,1
4824,'auId': 2134696157,2,1,2,1
1923,'auId': 2134743927,15,1,15,1
3531,'auId': 2134775596,62,1,62,1
3605,'auId': 2134777055,14,1,14,1
1924,'auId': 2134799949,10,1,10,1
179,'auId': 2134830209,1101,9,122.33,9
4200,'auId': 2134831828,18,1,18,1
5450,'auId': 2134841160,30,1,30,1
3267,'auId': 2134853736,3,1,3,1
3874,'auId': 2134854633,66,1,66,1
940,'auId': 2134870964,5,1,5,1
2379,'auId': 2134921494,64,2,32,2
4165,'auId': 2135004501,7,1,7,1
944,'auId': 2135043927,12,1,12,1
4861,'auId': 2135135710,1,1,1,1
5145,'auId': 2135135837,5,1,5,1
1399,'auId': 2135136479,0,1,0,0
4676,'auId': 2135150508,13,1,13,1
2856,'auId': 2135169950,13,1,13,1
2643,'auId': 2135223520,16,1,16,1
3386,'auId': 2135255940,194,9,21.56,6
438,'auId': 2135281091,13,1,13,1
1644,'auId': 2135310355,4,1,4,1
386,'auId': 2135317289,2,1,2,1
5603,'auId': 2135445600,18,2,9,2
898,'auId': 2135567219,5,1,5,1
748,'auId': 2135594053,8,1,8,1
1220,'auId': 2135670792,14,1,14,1
382,'auId': 2135705967,30,3,10,2
4611,'auId': 2135712398,46,3,15.33,2
4030,'auId': 2135719117,193,3,64.33,2
4798,'auId': 2135804864,193,1,193,1
2139,'auId': 2135833074,11,1,11,1
2844,'auId': 2135883365,6,1,6,1
5680,'auId': 2135957439,8,1,8,1
4540,'auId': 2135968533,62,8,7.75,5
5005,'auId': 2136010184,20,1,20,1
4325,'auId': 2136050371,21,1,21,1
1674,'auId': 2136078562,6,1,6,1
231,'auId': 2136132740,40,4,10,2
2204,'auId': 2136157420,3,1,3,1
2203,'auId': 2136188764,422,6,70.33,5
2134,'auId': 2136297185,44,3,14.67,3
3443,'auId': 2136324847,1031,5,206.2,4
2102,'auId': 2136339769,18,1,18,1
409,'auId': 2136372366,168,1,168,1
3137,'auId': 2136378688,10,1,10,1
1540,'auId': 2136390378,79,1,79,1
3002,'auId': 2136456371,4,1,4,1
5391,'auId': 2136456385,11,1,11,1
2753,'auId': 2136520929,15,1,15,1
5086,'auId': 2136556746,860,7,122.86,6
5101,'auId': 2136579004,34,1,34,1
5273,'auId': 2136615302,20,1,20,1
2968,'auId': 2136626402,0,1,0,0
2255,'auId': 2136717509,72,2,36,2
4879,'auId': 2136781283,52,7,7.43,4
897,'auId': 2136889405,31,3,10.33,2
872,'auId': 2136953780,21,1,21,1
4467,'auId': 2137000917,249,7,35.57,4
5600,'auId': 2137015694,663,14,47.36,10
5668,'auId': 2137039922,63,1,63,1
380,'auId': 2137056059,3,2,1.5,1
4397,'auId': 2137074633,672,13,51.69,7
418,'auId': 2137093715,2,1,2,1
3251,'auId': 2137118631,24,1,24,1
5169,'auId': 2137133237,76,1,76,1
2214,'auId': 2137193185,52,1,52,1
2765,'auId': 2137292152,14,2,7,2
4173,'auId': 2137311658,4,1,4,1
1454,'auId': 2137326150,135,2,67.5,2
730,'auId': 2137414877,5,1,5,1
143,'auId': 2137533801,583,4,145.75,4
2697,'auId': 2137660656,0,1,0,0
2034,'auId': 2137675183,26,1,26,1
5635,'auId': 2137690760,95,3,31.67,3
4025,'auId': 2137719454,8,1,8,1
5691,'auId': 2137723762,66,1,66,1
1464,'auId': 2137725330,55,1,55,1
4919,'auId': 2137747219,131,3,43.67,3
5790,'auId': 2137809827,7,1,7,1
681,'auId': 2137883934,20,2,10,2
4184,'auId': 2137920900,60,4,15,4
2578,'auId': 2137955532,75,1,75,1
101,'auId': 2137992901,19,1,19,1
4707,'auId': 2138155388,5,1,5,1
4989,'auId': 2138192401,19,2,9.5,2
1090,'auId': 2138234047,45,2,22.5,2
1433,'auId': 2138271398,15,1,15,1
187,'auId': 2138308900,2,1,2,1
4543,'auId': 2138462291,136,2,68,2
1254,'auId': 2138489881,7,1,7,1
1329,'auId': 2138495596,817,2,408.5,2
3704,'auId': 2138531792,232,6,38.67,5
5376,'auId': 2138554688,236,1,236,1
3635,'auId': 2138628933,1,1,1,1
371,'auId': 2138672428,2903,6,483.83,6
4289,'auId': 2138736700,6,1,6,1
763,'auId': 2138759163,171,1,171,1
4235,'auId': 2138763645,790,11,71.82,10
1937,'auId': 2138791587,15,3,5,2
2471,'auId': 2138818219,7,1,7,1
941,'auId': 2139017099,12,1,12,1
5409,'auId': 2139051431,323,7,46.14,6
2420,'auId': 2139110026,4,1,4,1
